,clust,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,0,1,2,3,4,5,6,7,8,9,10,11,No,Yes,No,Yes,No,Yes,No,Yes,Cable,DSL,Fiber Optic,None,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
1683,1,2,14.07,6,85.7,169.8,0.0,0,28.14,197.94,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1684,0,1,26.53,30,44.4,44.4,0.0,0,26.53,70.93,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1685,1,4,0.0,20,44.55,174.3,0.0,10,0.0,184.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1686,0,31,0.0,23,35.4,1077.5,0.0,0,0.0,1077.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
1687,1,1,32.33,9,95.65,95.65,0.0,0,32.33,127.98,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
1688,2,1,40.48,0,20.95,20.95,0.0,0,40.48,61.42999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1689,2,15,39.84,0,19.75,297.3,0.0,0,597.6,894.9000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1690,1,17,17.71,13,92.55,1515.1,0.0,0,301.07,1816.1699999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1691,0,9,49.14,58,85.35,758.6,0.0,0,442.26,1200.8600000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1692,0,25,1.37,21,74.3,1863.8,0.0,0,34.25,1898.05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0
1693,1,4,5.63,18,98.1,396.3,0.0,0,22.52,418.82,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1694,1,50,27.7,28,109.65,5551.15,0.0,0,1385.0,6936.15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1695,1,3,11.94,30,100.95,329.95,0.0,10,35.82,375.77,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
1696,1,10,40.22,41,94.9,1048.85,0.0,0,402.2,1451.05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1697,0,9,0.0,15,24.1,259.8,0.0,0,0.0,259.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1698,1,66,20.07,85,104.05,6890.0,0.0,0,1324.6200000000001,8214.62,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1699,0,3,49.4,10,88.35,262.05,0.0,0,148.2,410.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1
1700,1,29,40.49,15,94.65,2649.15,0.0,0,1174.21,3823.36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
1701,1,41,45.26,56,79.9,3326.2,0.0,0,1855.6599999999999,5181.86,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0
1702,2,1,26.12,0,20.5,20.5,0.0,0,26.12,46.620000000000005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1703,1,1,44.94,16,81.95,81.95,0.0,0,44.94,126.89,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1704,0,7,14.75,28,69.35,451.1,0.0,10,103.25,564.35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1705,1,6,11.81,24,91.1,455.3,0.0,0,70.86,526.16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1706,0,14,7.26,42,86.1,1235.55,0.0,0,101.64,1337.19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1707,1,25,34.88,8,94.7,2362.1,0.0,0,872.0000000000001,3234.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1708,1,22,16.2,17,85.1,1873.7,0.0,0,356.4,2230.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1709,1,61,49.33,7,99.15,6010.05,0.0,0,3009.13,9019.18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1710,0,1,13.84,26,45.05,45.05,0.0,70,13.84,128.89,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1711,1,1,33.88,26,79.7,79.7,0.0,0,33.88,113.58000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1712,0,22,49.43,17,59.0,1254.7,0.0,0,1087.46,2342.16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1713,0,48,33.91,13,60.35,2896.4,0.0,0,1627.6799999999998,4524.08,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1
1714,0,25,24.91,18,70.95,1767.35,0.0,20,622.75,2410.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1715,1,20,18.05,5,89.0,1820.45,0.0,0,361.0,2181.45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1716,1,18,11.3,16,99.4,1742.95,0.0,0,203.4,1946.3500000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1717,0,1,3.84,2,73.5,73.5,0.0,0,3.84,77.34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1718,1,9,19.22,10,95.5,829.1,0.0,0,172.98,1002.08,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1719,1,28,37.66,20,92.35,2602.9,0.0,0,1054.48,3657.38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1720,0,11,5.4,41,74.55,824.75,0.0,0,59.400000000000006,884.15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1721,1,20,28.79,16,105.85,2239.65,0.0,0,575.8,2815.45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1722,0,7,18.1,15,75.45,480.75,0.0,0,126.70000000000002,607.45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1723,1,7,15.51,23,93.85,635.6,0.0,0,108.57,744.1700000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1724,1,22,35.93,17,100.75,2095.0,0.0,0,790.46,2885.46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1725,0,3,0.0,19,31.0,95.05,0.0,20,0.0,115.05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1726,0,51,5.62,16,80.0,4242.35,0.0,0,286.62,4528.97,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1727,1,62,48.58,13,100.15,6283.3,0.0,0,3011.96,9295.26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1728,1,28,35.52,26,94.5,2659.4,0.0,0,994.5600000000001,3653.96,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1729,0,10,0.0,30,33.9,298.45,0.0,0,0.0,298.45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1730,0,12,12.36,23,84.45,1059.55,0.0,0,148.32,1207.87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1731,0,27,24.72,29,79.5,2180.55,0.0,0,667.4399999999999,2847.9900000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
1732,1,1,32.35,18,89.15,89.15,0.0,0,32.35,121.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
1733,0,3,25.96,7,55.3,196.15,0.0,0,77.88,274.03,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1734,0,22,5.26,19,55.15,1206.05,0.0,30,115.72,1351.77,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
1735,0,16,6.82,7,84.95,1378.25,0.0,0,109.12,1487.37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1736,0,5,0.0,59,43.25,219.0,0.0,0,0.0,219.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
1737,0,23,5.8,12,48.35,1067.15,0.0,0,133.4,1200.5500000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1738,0,1,4.04,6,79.55,79.55,0.0,0,4.04,83.59,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1739,0,1,6.89,12,84.5,84.5,0.0,0,6.89,91.39,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
1740,1,71,5.76,11,108.6,7690.9,0.0,20,408.96,8119.86,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
1741,0,46,0.0,26,30.3,1380.1,0.0,0,0.0,1380.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1742,0,1,38.31,26,45.4,45.4,0.0,0,38.31,83.71000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1743,1,32,37.48,13,84.15,2585.95,0.0,0,1199.36,3785.3099999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0
1744,2,3,24.63,0,19.75,58.85,0.0,0,73.89,132.74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1745,1,5,43.51,17,85.4,425.9,0.0,0,217.54999999999998,643.4499999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
1746,0,49,19.08,24,75.2,3678.3,0.0,20,934.92,4633.22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1747,0,17,24.31,21,55.85,937.5,0.0,0,413.27,1350.77,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
1748,1,6,21.97,9,84.4,556.35,0.0,0,131.82,688.1700000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1749,0,6,17.18,22,56.25,389.1,0.0,0,103.08,492.18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1750,1,4,10.64,23,68.65,261.25,0.0,0,42.56,303.81,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1751,0,4,42.8,28,77.85,299.2,0.0,10,171.2,480.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
1752,1,3,13.83,14,105.35,323.25,0.0,0,41.49,364.74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1753,0,8,45.59,8,87.05,762.1,0.0,0,364.72,1126.8200000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1754,0,1,14.58,73,53.5,53.5,0.0,0,14.58,68.08,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1755,0,1,0.0,28,25.1,25.1,0.0,0,0.0,25.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1756,0,5,3.61,69,54.2,308.25,0.0,0,18.05,326.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
1757,1,72,3.07,23,103.4,7372.65,0.0,0,221.04,7593.69,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1758,0,13,21.88,4,84.45,1058.6,0.0,0,284.44,1343.04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1
1759,0,29,0.0,7,30.6,856.35,0.0,0,0.0,856.35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1760,0,17,7.66,17,70.0,1144.5,0.0,80,130.22,1354.72,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1761,0,1,26.41,26,45.3,45.3,0.0,0,26.41,71.71,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1762,0,2,0.0,11,29.85,75.6,0.0,0,0.0,75.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
1763,2,1,9.66,0,19.8,19.8,0.0,0,9.66,29.46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1764,0,4,24.09,17,76.65,333.6,0.0,0,96.36,429.96000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1765,1,5,9.23,25,99.15,465.05,0.0,0,46.150000000000006,511.20000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1766,0,9,2.88,26,44.95,431.0,0.0,10,25.919999999999998,466.92,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1767,0,18,19.05,26,49.55,878.35,0.0,0,342.90000000000003,1221.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
1768,1,25,5.27,4,95.9,2448.75,0.0,0,131.75,2580.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1769,0,52,38.37,14,84.1,4348.65,0.0,0,1995.2399999999998,6343.889999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
1770,0,8,37.79,25,49.85,365.55,13.01,10,302.32,664.86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1771,1,22,35.04,76,69.5,1498.2,49.57,0,770.88,2219.51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1772,1,54,35.46,23,104.3,5278.15,11.45,0,1914.8400000000001,7181.54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1773,1,1,16.15,12,93.85,93.85,0.0,0,16.15,110.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1774,0,1,9.73,29,50.45,50.45,0.0,0,9.73,60.18000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
1775,1,7,48.82,19,74.65,521.1,28.35,0,341.74,834.49,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1776,1,12,12.75,24,94.2,1046.1,7.39,120,153.0,1311.7099999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
1777,1,54,8.83,21,106.55,5763.3,0.0,0,476.82,6240.12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0
1778,2,1,16.81,0,20.1,20.1,0.0,0,16.81,36.91,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1779,0,23,38.81,28,83.8,1900.25,0.0,0,892.6300000000001,2792.88,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0
1780,0,3,22.77,51,55.15,159.15,0.0,0,68.31,227.46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0
1781,0,31,34.38,20,78.45,2435.15,0.0,40,1065.78,3540.9300000000003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1
1782,0,34,40.78,4,87.45,2874.15,0.0,0,1386.52,4260.67,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
1783,0,29,11.24,16,70.75,1974.8,0.0,0,325.96,2300.7599999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1784,0,1,9.81,28,81.7,81.7,0.0,0,9.81,91.51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1785,0,33,28.84,23,68.25,2171.15,0.0,0,951.72,3122.87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1786,1,4,36.91,23,79.15,317.25,0.0,0,147.64,464.89,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1787,1,19,5.93,51,100.95,1875.55,0.0,0,112.66999999999999,1988.22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
1788,0,1,16.55,19,69.1,69.1,0.0,0,16.55,85.64999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
1789,1,31,9.27,30,103.45,3066.45,0.0,0,287.37,3353.8199999999997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1790,0,4,30.95,26,77.95,305.55,0.0,0,123.8,429.35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1791,0,10,0.0,30,29.5,255.25,0.0,40,0.0,295.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
1792,1,2,26.93,10,70.75,146.9,0.0,0,53.86,200.76,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
1793,1,4,6.91,53,85.65,338.9,0.0,0,27.64,366.53999999999996,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
1794,0,1,48.22,21,46.3,46.3,0.0,0,48.22,94.52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
1795,1,41,10.43,22,106.3,4443.45,0.0,130,427.63,5001.08,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1
